ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
1380,Dietary Supplement/Medications/Remedy,Chandraprabha Bati (Loha & Shilajeet) (Ayurvedic),Mercury,4,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,02/25/2015 12:00:00 AM,No
671,Dietary Supplement/Medications/Remedy,Abhrak Bhasma (Ayurvedic),Mercury,23,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,12/03/2012 12:00:00 AM,No
818,Jewelry,Mother Theresa Jewelry Charm,Lead,460,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/25/2013 12:00:00 AM,No
465,Jewelry,Necklace,Lead,1.4,ppm,UNKNOWN OR NOT STATED,MEXICO,05/16/2012 12:00:00 AM,No
514,Food-Candy,Cervecita lollipop,Lead,-1,ppm,"Dulces Beny, S. A. De C.V.",MEXICO,06/15/2012 12:00:00 AM,No
1284,Toys/Children's Products,Sensory Toy (green pear),Lead,0.91,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/25/2015 12:00:00 AM,No
1108,Cosmetics,African black soap,Mercury,-1,ppm,Madina Industrial Corporation,UNITED STATES,04/01/2014 12:00:00 AM,No
26,Jewelry,Amulet/charm,Lead,500000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/08/2011 12:00:00 AM,No
777,Food Other,Bay Leaves,Lead,1.9,ppm,UNKNOWN OR NOT STATED,MEXICO,04/01/2013 12:00:00 AM,No
1488,Food-Spice,Red Pepper,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,04/29/2015 12:00:00 AM,No
1097,Cosmetics,Neko Brightening Gel,Lead,-1,ppm,Neko Industries UK,LEBANON,04/01/2014 12:00:00 AM,No
1401,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Lead,23,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1386,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulm) (Ayurvedic),Mercury,18,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
75,Dietary Supplement/Medications/Remedy,Mahashakti Rasayan (Ayurvedic),Mercury,70000,ppm,Vyas Pharmaceuticals,INDIA,03/30/2011 12:00:00 AM,No
1068,Other,Miss Dior Perfume,Lead,-1,ppm,Dior,FRANCE,04/01/2014 12:00:00 AM,No
479,Religious powder,Sindoor (yellow powder),Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/31/2012 12:00:00 AM,No
735,Tableware/Pottery,Plastic bowl,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/15/2013 12:00:00 AM,No
245,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,No
260,Food-Spice,Oregano,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/17/2011 12:00:00 AM,No
313,Food Other,Shrimps,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/20/2011 12:00:00 AM,No
652,Food Other,Chapulines,Lead,53,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/26/2012 12:00:00 AM,No
715,Food-Spice,Coriander Powder,Lead,1.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/14/2013 12:00:00 AM,No
1210,Food Other,Apricot,Lead,-1,ppm,UNKNOWN OR NOT STATED,TURKEY,09/10/2014 12:00:00 AM,No
1542,Food Other,Jaggary,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,No
785,Dietary Supplement/Medications/Remedy,Sleep aid (Herbal capsules),Arsenic,2.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/03/2013 12:00:00 AM,No
1362,Dietary Supplement/Medications/Remedy,Sariwadi Bati (Ayurvedic),Arsenic,55,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1571,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,1.6,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
1503,Jewelry,Hand Bracelet,Lead,17,ppm,UNKNOWN OR NOT STATED,MEXICO,06/10/2015 12:00:00 AM,No
1417,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Arsenic,16,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
597,Food-Spice,Oxtail Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/19/2012 12:00:00 AM,No
349,Food-Spice,Coriander powder,Lead,-1,ppm,SQUARE CONSUMER PRODUCTS LTD,BANGLADESH,12/15/2011 12:00:00 AM,No
23,Cosmetics,Johnson & Johnson Baby Powder,Lead,-1,ppm,Dipsoduske oleh,INDONESIA,02/07/2011 12:00:00 AM,No
554,Dietary Supplement/Medications/Remedy,Apetamine,Lead,-1,ppm,UNKNOWN OR NOT STATED,HAITI,08/09/2012 12:00:00 AM,No
273,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,1000,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,No
732,Food Other,Red Pepper,Lead,0.42,ppm,UNKNOWN OR NOT STATED,PAKISTAN,03/05/2013 12:00:00 AM,No
1037,Dietary Supplement/Medications/Remedy,Katinko Ointment,Lead,-1,ppm,Greenstone Pharmaceutical H.K. inc,PHILIPPINES,01/17/2014 12:00:00 AM,No
926,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2013 12:00:00 AM,No
1148,Food-Spice,Red Chili Peppers,Lead,3.4,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/12/2014 12:00:00 AM,No
1093,Cosmetics,Deluxe Nadinola Bleaching Cream,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,04/01/2014 12:00:00 AM,No
46,Food-Spice,Tea masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,03/10/2011 12:00:00 AM,No
912,Food-Spice,Cumin,Lead,1200,ppm,UNKNOWN OR NOT STATED,PAKISTAN,10/11/2013 12:00:00 AM,No
330,Food Other,Breakfast cereal,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2011 12:00:00 AM,No
1342,Religious powder,Festival Colors,Lead,2.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/25/2015 12:00:00 AM,No
916,Food-Candy,Liquid Tamarindo Candy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/17/2013 12:00:00 AM,No
959,Dietary Supplement/Medications/Remedy,Gita Madhumehantak Vati (Ayurvedic),Lead,66000,ppm,Gita Bhawan Ayurved Sansthan,INDIA,11/15/2013 12:00:00 AM,No
91,Food-Spice,Uckho Suneli,Lead,8.5,ppm,UNKNOWN OR NOT STATED,GEORGIA,04/07/2011 12:00:00 AM,No
339,Food-Spice,Cilantro,Lead,4.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/12/2011 12:00:00 AM,No
1149,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/12/2014 12:00:00 AM,No
729,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/05/2013 12:00:00 AM,No
1344,Religious powder,Festival Colors,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/25/2015 12:00:00 AM,No
547,Food-Spice,Turmeric powder,Lead,0.67,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/31/2012 12:00:00 AM,No
1098,Cosmetics,Neko Brightening Gel,Mercury,-1,ppm,Neko Industries UK,LEBANON,04/01/2014 12:00:00 AM,No
1229,Food-Spice,Georgian spice (Yellow flower),Lead,22000,ppm,UNKNOWN OR NOT STATED,GEORGIA,11/06/2014 12:00:00 AM,No
76,Tableware/Pottery,Miniature clay pot (ingested),Lead,25000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/01/2011 12:00:00 AM,No
314,Food-Candy,Chocolate,Lead,5.1,ppm,UNKNOWN OR NOT STATED,MEXICO,10/20/2011 12:00:00 AM,No
765,Religious powder,Tabiz Powder,Lead,760,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
1487,Food-Spice,Coriander,Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNITED STATES,04/29/2015 12:00:00 AM,No
3,Food-Spice,Cumin seeds,Lead,2.8,ppm,UNKNOWN OR NOT STATED,INDIA,01/04/2011 12:00:00 AM,No
44,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,03/10/2011 12:00:00 AM,No
1231,Dietary Supplement/Medications/Remedy,Gripe Water,Lead,-1,ppm,"MOM Enterprises, Inc.",UNITED STATES,11/12/2014 12:00:00 AM,No
1161,Cosmetics,La Bamakoise,Lead,-1,ppm,H Cosmetiques CI,ITALY,08/06/2014 12:00:00 AM,No
1545,Food Other,Almond,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2015 12:00:00 AM,No
111,Food Other,Donitas (chili and lemon fried flour chips),Lead,-1,ppm,Totis,MEXICO,04/15/2011 12:00:00 AM,No
692,Cosmetics,Surma,Lead,310000,ppm,RANJA,SAUDI ARABIA,12/27/2012 12:00:00 AM,No
1559,Cosmetics,Surma (Hashmi),Lead,750000,ppm,HASHMI SURMA SPECIAL,PAKISTAN,10/26/2015 12:00:00 AM,No
353,Food Other,Dried shrimp,Lead,2.7,ppm,UNKNOWN OR NOT STATED,COTE D'IVOIRE,01/05/2012 12:00:00 AM,No
776,Other,Grinding Stone,Lead,3.9,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
585,Food Other,Baby tea,Lead,-1,ppm,GL for Nuki Infant,ISRAEL,09/07/2012 12:00:00 AM,No
1252,Food-Spice,Roasted lentil powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,01/15/2015 12:00:00 AM,No
1448,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,03/17/2015 12:00:00 AM,No
1620,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Lead,1.1,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
882,Toys/Children's Products,Toy,Lead,4.6,ppm,Learning Curve Brand,UNITED STATES,08/08/2013 12:00:00 AM,No
697,Food-Candy,Palerindas,Lead,1.3,ppm,Palerindas,MEXICO,01/22/2013 12:00:00 AM,No
604,Dietary Supplement/Medications/Remedy,Swarna Malini Vasant (Ayurvedic),Arsenic,1300,ppm,Amrita Drugs,INDIA,09/20/2012 12:00:00 AM,No
471,Toys/Children's Products,Crayon,Lead,0.57,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/30/2012 12:00:00 AM,No
997,Dietary Supplement/Medications/Remedy,VigoRoyal (Ayurvedic),Lead,2.9,ppm,UNKNOWN OR NOT STATED,INDIA,12/10/2013 12:00:00 AM,No
355,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Arsenic,140,ppm,Vyas Pharmaceuticals,INDIA,01/23/2012 12:00:00 AM,No
927,Food-Spice,Pink Milk Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2013 12:00:00 AM,No
1467,Dietary Supplement/Medications/Remedy,Herbal powder,Mercury,0.049,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
756,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,03/29/2013 12:00:00 AM,No
1393,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Arsenic,7.7,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1038,Food-Spice,Black onion powder,Lead,6.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/17/2014 12:00:00 AM,No
499,Food Other,Dried Fish,Lead,0.85,ppm,UNKNOWN OR NOT STATED,JAPAN,06/08/2012 12:00:00 AM,No
6,Food-Candy,Lucas Muecas candy,Lead,-1,ppm,Lucas Muecas,MEXICO,01/06/2011 12:00:00 AM,No
167,Food-Spice,Georgian spice,Lead,2500,ppm,UNKNOWN OR NOT STATED,GEORGIA,05/04/2011 12:00:00 AM,No
876,Toys/Children's Products,Mexican Rattle,Lead,4,ppm,UNKNOWN OR NOT STATED,MEXICO,07/25/2013 12:00:00 AM,No
487,Food Other,Plaster mixture,Lead,1.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/06/2012 12:00:00 AM,No
1139,Dietary Supplement/Medications/Remedy,Sing-Lin Fritillary Bulb Extract,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,CHINA,06/02/2014 12:00:00 AM,No
1603,Toys/Children's Products,Crayon,Lead,0.76,ppm,UNKNOWN OR NOT STATED,INDIA,12/11/2015 12:00:00 AM,No
1376,Dietary Supplement/Medications/Remedy,Chandraprabha Bati (Loha & Shilajeet) (Ayurvedic),Arsenic,4.7,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,02/25/2015 12:00:00 AM,No
954,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras With Gold & Pearl (Ayurvedic),Lead,19,ppm,Dabur India Ltd.,INDIA,11/15/2013 12:00:00 AM,No
1035,Dietary Supplement/Medications/Remedy,Chamomile oil,Lead,-1,ppm,ROZ laboratories Inc,PHILIPPINES,01/17/2014 12:00:00 AM,No
1460,Dietary Supplement/Medications/Remedy,Herbal powder,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
1028,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang (Gentian Draining Formula),Cadmium,-1,ppm,Meridian Herbal Products,CHINA,01/15/2014 12:00:00 AM,No
1049,Dietary Supplement/Medications/Remedy,Lactopram,Lead,-1,ppm,Progela,MEXICO,02/04/2014 12:00:00 AM,No
208,Food Other,Lentil,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/03/2011 12:00:00 AM,No
964,Dietary Supplement/Medications/Remedy,Gita Madhumehantak Vati (Ayurvedic),Mercury,44.7,ppm,Gita Bhawan Ayurved Sansthan,INDIA,11/15/2013 12:00:00 AM,No
1039,Food-Spice,Black pepper powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,SAUDI ARABIA,01/17/2014 12:00:00 AM,No
397,Food-Spice,Georgian spice,Lead,11,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/09/2012 12:00:00 AM,No
1296,Food-Spice,Red Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/25/2015 12:00:00 AM,No
1420,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Mercury,33,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
387,Food Other,BrookBond Tea,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,02/14/2012 12:00:00 AM,No
1411,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.2,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
981,Dietary Supplement/Medications/Remedy,Chandraprabah (Ayurvedic),Lead,17,ppm,Jaihind Pharmacy,INDIA,11/15/2013 12:00:00 AM,No
1379,Dietary Supplement/Medications/Remedy,Chandraprabha Bati (Loha & Shilajeet) (Ayurvedic),Lead,18,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,02/25/2015 12:00:00 AM,No
530,Food-Candy,Alegria Candy,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/06/2012 12:00:00 AM,No
1327,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Mercury,17000,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
951,Cosmetics,Surma,Lead,520000,ppm,UNKNOWN OR NOT STATED,INDIA,11/13/2013 12:00:00 AM,No
96,Food-Spice,Kinzi Marilit,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,04/07/2011 12:00:00 AM,No
935,Food-Spice,Georgian spice (Kharcho),Lead,1.7,ppm,UNKNOWN OR NOT STATED,GEORGIA,10/25/2013 12:00:00 AM,No
1295,Religious powder,Sindur,Lead,1.4,ppm,UNKNOWN OR NOT STATED,INDIA,02/25/2015 12:00:00 AM,No
1128,Food-Spice,Masala,Lead,220,ppm,UNKNOWN OR NOT STATED,BANGLADESH,05/16/2014 12:00:00 AM,No
1318,Dietary Supplement/Medications/Remedy,Arogyavardhini Bati (Ayurvedic),Arsenic,11,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
561,Toys/Children's Products,Crayon,Lead,0.74,ppm,UNKNOWN OR NOT STATED,CHINA,08/13/2012 12:00:00 AM,No
1423,Religious powder,Holi Color - Pink,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,02/25/2015 12:00:00 AM,No
1169,Cosmetics,Idole Creme Medical,Lead,-1,ppm,Jabones Pardo,SPAIN,08/06/2014 12:00:00 AM,No
1598,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,12/11/2015 12:00:00 AM,No
103,Food Other,Dried Fish,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/14/2011 12:00:00 AM,No
221,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Arsenic,130,ppm,Shree Baidyanath,INDIA,06/13/2011 12:00:00 AM,No
1322,Dietary Supplement/Medications/Remedy,Arogyavardhini Bati (Ayurvedic),Mercury,2.5,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
105,Food-Spice,Chili powder,Lead,2.2,ppm,UNKNOWN OR NOT STATED,BANGLADESH,04/14/2011 12:00:00 AM,No
1392,Dietary Supplement/Medications/Remedy,Rajbati (Gandhak Bati)(Gandhak&Sonth) (Ayurvedic),Mercury,12,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1129,Food-Spice,Chili powder,Lead,5.7,ppm,UNKNOWN OR NOT STATED,BANGLADESH,05/16/2014 12:00:00 AM,No
404,Food-Spice,Curry powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/30/2012 12:00:00 AM,No
608,Food-Spice,Red pepper,Lead,1500,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/27/2012 12:00:00 AM,No
563,Toys/Children's Products,Yellow Dora shaker toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/13/2012 12:00:00 AM,No
1015,Food Other,Chapulines,Lead,1800,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/24/2013 12:00:00 AM,No
529,Cosmetics,Surma,Lead,300000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,06/28/2012 12:00:00 AM,No
903,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (dark brown powder),Arsenic,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/24/2013 12:00:00 AM,No
197,Toys/Children's Products,Non-hardening modeling sand,Lead,-1,ppm,UNKNOWN OR NOT STATED,SWEDEN,05/26/2011 12:00:00 AM,No
287,Food-Spice,Garam Masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/02/2011 12:00:00 AM,No
1072,Cosmetics,African black soap,Mercury,-1,ppm,Mandina Industrial Corp.,UNITED STATES,04/01/2014 12:00:00 AM,No
288,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/02/2011 12:00:00 AM,No
378,Food-Spice,Asafoetida (Hing),Lead,3.6,ppm,UNKNOWN OR NOT STATED,INDIA,01/23/2012 12:00:00 AM,No
1525,Toys/Children's Products,Plastic Toy,Lead,-1,ppm,Hasbro,CHINA,09/03/2015 12:00:00 AM,No
88,Dietary Supplement/Medications/Remedy,Purple flower,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,04/06/2011 12:00:00 AM,No
279,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,18000,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,No
1166,Cosmetics,Dawmy Lightening Body Cream,Mercury,-1,ppm,UNKNOWN OR NOT STATED,COTE D'IVOIRE,08/06/2014 12:00:00 AM,No
150,Food Other,Chocolate,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/03/2011 12:00:00 AM,No
1162,Cosmetics,La Bamakoise,Mercury,-1,ppm,H Cosmetiques CI,ITALY,08/06/2014 12:00:00 AM,No
316,Food-Spice,Yellow spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,11/04/2011 12:00:00 AM,No
924,Food-Spice,Black Salt,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2013 12:00:00 AM,No
348,Food-Spice,Turmeric powder,Lead,1.5,ppm,SQUARE CONSUMER PRODUCTS LTD,BANGLADESH,12/15/2011 12:00:00 AM,No
1363,Dietary Supplement/Medications/Remedy,Sariwadi Bati (Ayurvedic),Lead,470,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
568,Dietary Supplement/Medications/Remedy,Five phosph. 6X (Homeopathic),Mercury,-1,ppm,Dr. Reckeweg & Co. GmbH,GERMANY,08/22/2012 12:00:00 AM,No
1534,Toys/Children's Products,Wooden block,Lead,7.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/21/2015 12:00:00 AM,No
606,Dietary Supplement/Medications/Remedy,Swarna Malini Vasant (Ayurvedic),Mercury,32000,ppm,Amrita Drugs,INDIA,09/20/2012 12:00:00 AM,No
507,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/15/2012 12:00:00 AM,No
467,Dietary Supplement/Medications/Remedy,Aehtokiha,Lead,-1,ppm,UNKNOWN OR NOT STATED,GERMANY,05/17/2012 12:00:00 AM,No
1499,Food-Spice,Curry Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,05/21/2015 12:00:00 AM,No
943,Cosmetics,Surma,Lead,770000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,11/01/2013 12:00:00 AM,No
948,Food Other,Red dye - food coloring,Lead,1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,11/01/2013 12:00:00 AM,No
1095,Cosmetics,NeoClear Brightening & Clarifying Gel,Lead,-1,ppm,Choice of Nature Ltd,LEBANON,04/01/2014 12:00:00 AM,No
121,Food-Spice,Coriander powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/19/2011 12:00:00 AM,No
502,Cosmetics,Weleda Childrens Tooth Gel,Lead,0.58,ppm,Weleda,FRANCE,06/08/2012 12:00:00 AM,No
1364,Dietary Supplement/Medications/Remedy,Sariwadi Bati (Ayurvedic),Mercury,81,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
1198,Food Other,Tea,Lead,0.49,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/22/2014 12:00:00 AM,No
190,Food Other,Dried Enoki Mushrooms,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,05/20/2011 12:00:00 AM,No
615,Food Other,Red Food Color,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,10/11/2012 12:00:00 AM,No
1282,Cosmetics,Surma,Lead,790000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,02/23/2015 12:00:00 AM,No
119,Dietary Supplement/Medications/Remedy,Montelukast 4mg,Lead,-1,ppm,Acme LA,BANGLADESH,04/18/2011 12:00:00 AM,No
1489,Food-Spice,Turmeric,Lead,670,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/29/2015 12:00:00 AM,No
1002,Food-Spice,Rasam,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,12/10/2013 12:00:00 AM,No
24,Food Other,Dulces Vero,Lead,-1,ppm,Viacom,MEXICO,02/08/2011 12:00:00 AM,No
1312,Dietary Supplement/Medications/Remedy,Brahmi Bati (Ayurvedic),Arsenic,3.7,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
296,Other,Sheetrock peeling,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/14/2011 12:00:00 AM,No
590,Toys/Children's Products,Yellow crayon,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/11/2012 12:00:00 AM,No
1024,Toys/Children's Products,Blue and white toy car,Lead,-1,ppm,Mattel,THAILAND,01/09/2014 12:00:00 AM,No
1287,Toys/Children's Products,Sensory Toy (red apple),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,02/25/2015 12:00:00 AM,No
596,Food Other,Hot pepper paste,Lead,-1,ppm,UNKNOWN OR NOT STATED,TUNISIA,09/12/2012 12:00:00 AM,No
199,Toys/Children's Products,Plastic toy,Lead,-1,ppm,"Jakks Pacific, Inc.",CHINA,06/01/2011 12:00:00 AM,No
1520,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Lead,1.9,ppm,Zandu/ Emami Limited,INDIA,08/10/2015 12:00:00 AM,No
1390,Dietary Supplement/Medications/Remedy,Rajbati (Gandhak Bati)(Gandhak&Sonth) (Ayurvedic),Lead,5.1,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
98,Food-Spice,Turmeric (Haldi),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/11/2011 12:00:00 AM,No
1191,Food-Spice,Crushed Red Chili Pepper flakes,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/22/2014 12:00:00 AM,No
1445,Cosmetics,Kajal,Lead,5.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/16/2015 12:00:00 AM,No
1247,Food-Spice,Saneli,Lead,17000,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/06/2015 12:00:00 AM,No
